sku,product_name,category,brand,unit_price,active
SKU-D5EQY08P0F,AlphaPhone-A,Phones,Umbrella,109.17,True
SKU-ODRO8BNP84,PowerBrick-E,Audio,Umbrella,1070.29,True
SKU-DYT9MOGE4Q,AlphaPhone-D,Audio,Umbrella,605.72,True
SKU-XXVA2IEUC1,ZenBook-A,Laptops,Contoso,573.23,False
SKU-HH5LF6A4FE,FitBand-D,Audio,Globex,781.97,True
SKU-JGXAA2ILGB,AirSpeaker-B,Audio,Globex,6.28,True
SKU-0S0R2SDS8B,AlphaPhone-C,Phones,Initech,935.52,True
SKU-25SQ8CROYR,ZenBook-E,Laptops,Umbrella,975.21,True
SKU-6CCVCJWTL9,TabPro-D,Tablets,Umbrella,1726.08,False
SKU-TQVDZ4X1ZH,ZenBook-B,Accessories,Globex,899.36,True
SKU-QIMQODPXNF,ChargeCable-E,Wearables,Umbrella,729.93,True
SKU-7C3DD03UVU,PowerBrick-E,Tablets,Globex,1988.53,True
SKU-LEMX15Z8VM,NoiseBuds-D,Laptops,Globex,1144.0,True
SKU-UHXID4N1U3,PowerBrick-B,Phones,Globex,947.39,True
SKU-493WXA73JG,PowerBrick-C,Wearables,Acme,993.9,True
SKU-ZLMA5UOFWB,ZenBook-D,Accessories,Acme,1618.51,True
SKU-0HPMNZ1UDB,ZenBook-E,Audio,Acme,684.31,True
SKU-FWYJXRPJ1E,ZenBook-E,Audio,Acme,780.99,False
SKU-PKYRYBOVAK,PowerBrick-A,Tablets,Contoso,1512.21,True
SKU-HEJLA0GNZS,AirSpeaker-B,Accessories,Initech,150.53,True
SKU-43C5BA75UU,AlphaPhone-A,Laptops,Initech,1730.15,True
SKU-ZPEAL2W37D,AirSpeaker-C,Accessories,Globex,862.82,True
SKU-4IVSOLMLGS,FitBand-D,Phones,Umbrella,1164.1,True
SKU-ES6M033IFH,ZenBook-E,Tablets,Acme,1515.41,True
SKU-V1XG1R11Q7,ZenBook-B,Tablets,Initech,535.51,True
SKU-UWW5WFCPKJ,ChargeCable-E,Phones,Initech,1780.29,True
SKU-CSLQC3C54W,ChargeCable-A,Accessories,Acme,1957.57,True
SKU-SQT26Q3XLR,TabPro-A,Phones,Contoso,990.58,True
SKU-FCD6MZSGIP,TabPro-D,Wearables,Contoso,1873.25,False
SKU-PSFNKOMV2X,ChargeCable-B,Phones,Initech,7.25,True
SKU-CDYK0X65MU,FitBand-B,Accessories,Contoso,1788.11,True
SKU-FM8ZOV7LN2,TabPro-D,Phones,Acme,625.22,True
SKU-3Y30YSXPNN,NoiseBuds-A,Laptops,Initech,626.12,True
SKU-GH8RIEC4D1,NoiseBuds-A,Audio,Acme,459.81,False
SKU-45BM1ENF31,FitBand-A,Phones,Contoso,637.13,True
SKU-3FPOYIPK0Q,ChargeCable-E,Audio,Acme,430.69,True
SKU-TL3Q4N89QK,TabPro-C,Phones,Contoso,1811.3,False
SKU-NS832EJX5T,ZenBook-A,Accessories,Contoso,1797.65,True
SKU-D44K1J6FP8,ChargeCable-C,Wearables,Acme,208.81,True
SKU-HQMABSI9NB,TabPro-C,Wearables,Contoso,289.86,False
SKU-74X2EK3ZEZ,FitBand-B,Audio,Globex,1723.87,True
SKU-QACJ4T0SEK,NoiseBuds-D,Accessories,Acme,800.48,True
SKU-KBP2QD6VAS,PowerBrick-E,Accessories,Globex,342.53,True
SKU-IFPWIOXD9C,FitBand-C,Accessories,Acme,1023.27,True
SKU-SS9TOQW9JA,PowerBrick-E,Laptops,Contoso,835.84,True
SKU-2M0W10LBT3,TabPro-B,Tablets,Contoso,442.01,True
SKU-G2QZW3C1QK,FitBand-A,Phones,Initech,1442.18,True
SKU-BHB7S9TJ1G,TabPro-C,Accessories,Initech,1263.79,True
SKU-M25LEN606N,TabPro-D,Accessories,Globex,203.73,True
SKU-9RR7S20CV3,PowerBrick-B,Accessories,Contoso,1850.22,True
SKU-TLCXLVPYMB,FitBand-E,Wearables,Initech,1118.59,False
SKU-5M9J98CWN2,AlphaPhone-A,Accessories,Contoso,503.91,True
SKU-Y8FV2BC2NN,ZenBook-E,Phones,Acme,416.35,True
SKU-UVY8N1UTOX,ChargeCable-D,Accessories,Initech,276.08,True
SKU-IE0RNUJJQ9,NoiseBuds-C,Phones,Globex,851.73,True
SKU-K6RE4Q6QDY,ZenBook-D,Laptops,Initech,275.27,True
SKU-4LMCT64Z7W,ChargeCable-E,Tablets,Contoso,834.14,True
SKU-2SEHE2ATN2,ChargeCable-E,Wearables,Umbrella,301.65,True
SKU-TWDL9ZS13C,NoiseBuds-D,Phones,Umbrella,1314.67,True
SKU-9XQYM52XG8,ZenBook-D,Audio,Contoso,1570.77,True
SKU-P6BEFFLZM7,NoiseBuds-D,Laptops,Acme,1100.75,True
SKU-64JWTEKTSG,TabPro-A,Tablets,Initech,1361.03,False
SKU-7FXZV4U3BB,NoiseBuds-E,Tablets,Umbrella,1876.13,True
SKU-XUX1OXRWK8,PowerBrick-B,Tablets,Acme,1277.91,True
SKU-R2YKCCPRHV,PowerBrick-A,Phones,Contoso,731.13,False
SKU-LZ049ENULQ,FitBand-A,Laptops,Acme,901.26,True
SKU-JIDKNWI5FL,AlphaPhone-A,Accessories,Contoso,1720.89,False
SKU-UL1RSRLA8S,AlphaPhone-B,Audio,Initech,265.66,True
SKU-8HMBR5XQT4,AlphaPhone-D,Laptops,Acme,654.52,True
SKU-P501NOUHTC,ZenBook-E,Laptops,Initech,1156.1,True
SKU-S1K9YE9O2M,PowerBrick-C,Laptops,Acme,1353.72,True
SKU-71HSSBELRQ,ZenBook-C,Phones,Contoso,1527.42,True
SKU-VSLWF90KM3,TabPro-E,Audio,Contoso,639.5,True
SKU-TZK3NY9V20,AirSpeaker-B,Phones,Acme,295.84,True
SKU-YAR821UZVG,AlphaPhone-C,Audio,Contoso,1908.95,True
SKU-WW4FYB8DAL,TabPro-A,Audio,Globex,157.33,True
SKU-FYO1750CEH,PowerBrick-C,Phones,Globex,196.04,True
SKU-LXSLG6MM1Z,AirSpeaker-E,Audio,Initech,991.92,True
SKU-XYVGIUI9KK,AlphaPhone-A,Laptops,Globex,1638.63,True
SKU-HZLM72JEYN,ZenBook-C,Phones,Globex,1549.36,True
SKU-9382KKZMPJ,AirSpeaker-E,Audio,Umbrella,1874.77,True
SKU-RHT7ZEWVIY,FitBand-B,Tablets,Umbrella,287.36,True
SKU-TWBOZD1AT7,FitBand-E,Phones,Umbrella,754.2,True
SKU-O75RH8LX6D,FitBand-B,Wearables,Umbrella,567.59,False
SKU-UT076G5G79,NoiseBuds-A,Phones,Contoso,1721.58,True
SKU-OR7875AUD9,FitBand-E,Phones,Initech,978.78,True
SKU-K9TR74QGEF,ChargeCable-D,Phones,Initech,58.53,True
SKU-QJG02U1G46,AlphaPhone-D,Audio,Globex,1416.68,True
SKU-3SDYGFLIJI,FitBand-D,Phones,Initech,780.06,True
SKU-18K0AXYCEL,AirSpeaker-D,Wearables,Globex,1064.11,True
SKU-OS6ZLE6KWH,PowerBrick-D,Accessories,Initech,1787.21,False
SKU-EF0VOTQTXH,ChargeCable-B,Phones,Acme,516.94,True
SKU-I15CQZCUCT,ChargeCable-E,Tablets,Acme,484.09,True
SKU-SUFLSEHUDS,ChargeCable-A,Wearables,Initech,529.81,False
SKU-3QSQCQ30O3,TabPro-D,Accessories,Contoso,679.19,True
SKU-0UBMC97C7B,AirSpeaker-D,Audio,Globex,219.06,True
SKU-O119XP9N56,TabPro-A,Phones,Initech,1395.26,True
SKU-NYXTXMGTT0,ChargeCable-A,Accessories,Globex,418.55,False
SKU-IAAKYTT3IM,NoiseBuds-D,Tablets,Umbrella,1851.73,False
SKU-J70E3P15AH,FitBand-B,Wearables,Initech,435.08,False
SKU-DBVZB0OIH5,PowerBrick-A,Wearables,Contoso,514.75,True
SKU-CSK30LVYLK,AlphaPhone-E,Audio,Umbrella,597.26,True
SKU-FXHKC856WP,AirSpeaker-E,Audio,Initech,1537.46,True
SKU-R97Y2LOFN1,NoiseBuds-B,Audio,Acme,857.65,True
SKU-R4KZ36U8UE,ZenBook-C,Accessories,Initech,1638.75,False
SKU-IHX74D0GJY,TabPro-B,Phones,Acme,1570.0,True
SKU-V5G10UR5L8,FitBand-D,Laptops,Acme,1858.4,True
SKU-A78E9RIVH6,FitBand-C,Wearables,Initech,1513.67,True
SKU-T1NTMJSRD9,ZenBook-D,Laptops,Initech,108.51,True
SKU-Q46NOUHFJ7,ZenBook-E,Wearables,Acme,1674.54,True
SKU-UPFLN4RXYJ,AirSpeaker-A,Audio,Globex,1875.52,True
SKU-38XRG2GZR7,FitBand-D,Phones,Umbrella,1986.42,True
SKU-TXCB48Y1O4,ZenBook-E,Phones,Contoso,254.78,True
SKU-IZASNWYWRR,FitBand-B,Wearables,Initech,1227.87,True
SKU-ATATJ9A3Y3,NoiseBuds-D,Accessories,Umbrella,402.72,True
SKU-6DDFGS3JON,AirSpeaker-E,Audio,Umbrella,528.44,False
SKU-OU9IY4X41D,PowerBrick-A,Phones,Globex,1491.7,True
SKU-NTCAGRP2U4,ZenBook-D,Phones,Umbrella,1954.47,True
SKU-DTBH55RBC7,NoiseBuds-E,Tablets,Initech,1191.14,True
SKU-6UB7L8V1ZO,NoiseBuds-D,Phones,Umbrella,1701.07,True
SKU-CFI4O6L1F9,ZenBook-A,Tablets,Initech,22.71,True
SKU-0S9BP4M18O,AirSpeaker-D,Phones,Initech,78.04,True
SKU-1BJ9RM7PYX,FitBand-D,Phones,Acme,1194.87,True
SKU-DW2ZCFZW0L,PowerBrick-E,Accessories,Globex,780.63,True
SKU-DALMJEGQTO,ChargeCable-C,Accessories,Contoso,1779.18,True
SKU-AMDVLNKND6,FitBand-D,Audio,Acme,607.15,True
SKU-69UGNEKRCP,AlphaPhone-C,Phones,Contoso,866.51,True
SKU-PRCJIWVHDK,ZenBook-B,Audio,Initech,1057.65,True
SKU-8LW2LM349E,TabPro-D,Audio,Acme,549.44,True
SKU-L8HL88KZRU,AirSpeaker-C,Audio,Umbrella,1816.54,True
SKU-IN3OEUVTYT,ZenBook-B,Audio,Umbrella,931.28,True
SKU-8QZPKY32OR,AlphaPhone-E,Wearables,Contoso,850.77,True
SKU-WIXZ2C9ROS,NoiseBuds-D,Wearables,Initech,1699.41,False
SKU-7YT2M6TWD1,TabPro-E,Phones,Contoso,627.08,True
SKU-XMXB9YO18P,TabPro-B,Wearables,Globex,1635.03,True
SKU-AJSSUUQO1V,FitBand-E,Phones,Umbrella,248.81,True
SKU-SMADO8E7FL,ChargeCable-E,Accessories,Acme,369.48,True
SKU-QHRRPZLK3E,FitBand-A,Laptops,Acme,1900.98,True
SKU-4XYF9IGFU8,AirSpeaker-B,Tablets,Acme,1684.84,True
SKU-IOGXPBWHVN,TabPro-E,Wearables,Umbrella,778.47,True
SKU-ZH13CD5GLQ,PowerBrick-C,Wearables,Initech,1278.08,True
SKU-J5SXVWVM4W,PowerBrick-B,Accessories,Umbrella,1885.28,True
SKU-3ZKWDEEKGY,TabPro-A,Wearables,Umbrella,427.45,True
SKU-SPENGWYX9T,PowerBrick-D,Phones,Acme,122.67,True
SKU-RFLQBMAE38,PowerBrick-E,Phones,Umbrella,1076.71,True
SKU-SRYO4RCB1K,ChargeCable-C,Laptops,Acme,289.34,True
SKU-JTGQ01TEE1,AirSpeaker-A,Laptops,Initech,378.51,True
SKU-3N3BZT9D31,ZenBook-B,Laptops,Globex,1782.73,True
SKU-K9QM3P91I3,ChargeCable-E,Phones,Acme,19.76,False
SKU-VMZWFFHHCM,NoiseBuds-A,Audio,Contoso,1633.74,True
SKU-KTLZKJ49YD,FitBand-A,Audio,Globex,1035.8,True
SKU-82795E5IZ3,PowerBrick-C,Laptops,Initech,1120.23,True
SKU-1YRUJOQW5D,ZenBook-D,Laptops,Globex,1344.51,True
SKU-SK7N8LA100,FitBand-D,Phones,Acme,865.3,True
SKU-QXMCTHPHJ3,PowerBrick-D,Accessories,Initech,235.53,True
SKU-MUURMYBD2Q,ChargeCable-B,Wearables,Contoso,210.02,False
SKU-E4PA8HYEXF,ZenBook-A,Tablets,Acme,1509.2,True
SKU-7JXJN6FOKZ,ChargeCable-B,Audio,Acme,445.74,True
SKU-IXZAREIYAZ,NoiseBuds-A,Audio,Initech,61.03,True
SKU-39PECN0DL5,AlphaPhone-C,Phones,Initech,1958.35,True
SKU-E11E9FTAXP,TabPro-C,Phones,Globex,1959.9,True
SKU-0WFOY4DD1V,AirSpeaker-B,Tablets,Contoso,759.01,True
SKU-N8LFJDTVV2,ZenBook-B,Tablets,Globex,55.89,True
SKU-Y4XKSS0KB6,TabPro-C,Laptops,Globex,1455.17,True
SKU-8RERVT997E,AlphaPhone-E,Tablets,Acme,1662.04,True
SKU-4UNY181ACJ,ZenBook-D,Wearables,Initech,254.28,True
SKU-BC2SWSOZCT,TabPro-D,Wearables,Acme,275.1,True
SKU-WJLSH3TOW4,TabPro-C,Audio,Contoso,1644.51,True
SKU-YCZ04CDPQV,ZenBook-D,Wearables,Globex,1843.28,True
SKU-L00EZZF8S2,TabPro-E,Wearables,Contoso,1581.77,True
SKU-ZGE2J51B3J,TabPro-E,Wearables,Initech,405.29,True
SKU-CZUCQMRUNJ,ZenBook-A,Laptops,Initech,825.57,True
SKU-DU0ISB5IQN,AirSpeaker-B,Audio,Umbrella,1203.08,True
SKU-F74T60PLOZ,TabPro-D,Phones,Contoso,324.63,True
SKU-JCNS6G298C,TabPro-E,Audio,Acme,424.94,True
SKU-QK4LTAHUKW,AirSpeaker-B,Audio,Contoso,569.07,True
SKU-QVR1H61IAO,FitBand-B,Audio,Globex,1020.97,True
SKU-IM458AX40D,NoiseBuds-A,Tablets,Initech,1023.54,True
SKU-TIRC9ZD76S,FitBand-B,Phones,Initech,1628.7,True
SKU-ZN9DDE3CUP,PowerBrick-B,Tablets,Contoso,1506.5,True
SKU-8IJL2Z0LJC,AlphaPhone-C,Laptops,Contoso,1826.99,True
SKU-H2VFFQOT8H,FitBand-A,Laptops,Contoso,1665.81,True
SKU-LJEFY3ZB4L,FitBand-A,Accessories,Globex,511.23,True
SKU-DIMSYJ9BOQ,AlphaPhone-D,Accessories,Globex,665.61,True
SKU-0IQ2FA39E3,TabPro-B,Laptops,Acme,1002.84,False
SKU-NWXUJ3AC6P,TabPro-D,Laptops,Contoso,33.46,True
SKU-E63LBQGU3O,FitBand-E,Tablets,Acme,1807.38,True
SKU-BYGHGK5BWI,AlphaPhone-B,Laptops,Umbrella,93.42,True
SKU-KOTCKEH5SW,TabPro-E,Phones,Globex,647.95,True
SKU-2292MTR6SN,ChargeCable-C,Tablets,Initech,1139.93,True
SKU-GLH62C9T19,ZenBook-B,Laptops,Umbrella,1037.58,True
SKU-9DXJ37C9H4,ZenBook-D,Tablets,Initech,1309.99,True
SKU-2M44GV3Z6B,NoiseBuds-D,Tablets,Umbrella,1056.88,True
SKU-Z8UUG95RLR,ZenBook-B,Wearables,Acme,461.63,True
SKU-DIHSA7HEZ7,FitBand-D,Accessories,Acme,405.95,True
SKU-4LAV71448N,ZenBook-B,Tablets,Globex,1814.05,True
SKU-7ODKEF828X,ZenBook-A,Audio,Initech,531.35,True
SKU-G8Y72IVGLY,ChargeCable-D,Tablets,Umbrella,565.27,True
SKU-E088O98BV7,TabPro-B,Audio,Contoso,828.43,True
SKU-8HU7F0I9G5,ChargeCable-B,Wearables,Contoso,283.04,True
SKU-DZX5QJICJD,FitBand-D,Laptops,Globex,1016.5,True
SKU-AN085RNTDR,ZenBook-A,Tablets,Initech,1331.07,True
SKU-5XYFC4KL8C,AirSpeaker-D,Wearables,Contoso,1572.28,False
SKU-GN0T6DVWRB,TabPro-B,Phones,Globex,1423.64,True
SKU-7F6FDHGZZ0,NoiseBuds-A,Wearables,Globex,299.39,True
SKU-JKIBU4FMPK,NoiseBuds-E,Accessories,Initech,914.4,True
SKU-XVHAGKC4LO,PowerBrick-C,Accessories,Contoso,81.94,True
SKU-RXDTG5NQJQ,PowerBrick-D,Laptops,Contoso,40.49,True
SKU-IJC1YDMT8V,ZenBook-B,Audio,Contoso,882.62,True
SKU-T43PT5R5RC,ZenBook-A,Laptops,Acme,509.4,True
SKU-6ZS62YWE1G,NoiseBuds-A,Audio,Contoso,1367.62,True
SKU-983EP9P9W4,NoiseBuds-E,Audio,Umbrella,1449.14,True
SKU-J66CNOLJQ5,AirSpeaker-D,Audio,Acme,1790.44,True
SKU-2WSPOFV177,FitBand-A,Audio,Acme,1521.8,True
SKU-UDKTMONRVB,ZenBook-E,Accessories,Acme,101.2,True
SKU-JFVYB6LI07,NoiseBuds-B,Accessories,Acme,746.02,True
SKU-6A3KKRZD5E,AirSpeaker-E,Tablets,Globex,549.41,True
SKU-9P3JPXGH30,AlphaPhone-D,Accessories,Umbrella,774.95,True
SKU-153SFLSE45,NoiseBuds-E,Laptops,Initech,324.19,True
SKU-BG34IQ7ZJ3,TabPro-A,Accessories,Contoso,199.82,True
SKU-SWEBNVG5VM,TabPro-A,Laptops,Acme,1043.84,True
SKU-F60YKNFU84,AlphaPhone-C,Phones,Initech,1441.44,True
SKU-XYJOA21A6X,PowerBrick-E,Accessories,Globex,1404.61,True
SKU-VAJ2K8XPNM,FitBand-B,Laptops,Initech,904.18,True
SKU-JQY3ODSX4N,PowerBrick-D,Audio,Acme,1046.42,True
SKU-XVKDC9X5JZ,ZenBook-C,Wearables,Umbrella,1034.56,True
SKU-6KF1622VXY,PowerBrick-E,Audio,Initech,1383.99,True
SKU-ZX9JPNBZUG,ZenBook-B,Tablets,Acme,100.56,True
SKU-0IT26YS445,NoiseBuds-C,Laptops,Acme,1420.53,True
SKU-GDEJ31GYMD,TabPro-A,Audio,Contoso,1165.91,False
SKU-M0L2LJK4Q5,FitBand-D,Accessories,Contoso,400.03,True
SKU-V7C6S5NKB4,FitBand-E,Accessories,Umbrella,102.82,False
SKU-EHOU6QLZ2R,FitBand-B,Phones,Contoso,221.4,True
SKU-WGWAJ1G1R1,NoiseBuds-A,Wearables,Umbrella,1051.23,True
SKU-DWWO8NBHNA,ZenBook-C,Laptops,Globex,1517.27,True
SKU-L3GYWIYMEN,FitBand-D,Audio,Globex,672.31,True
SKU-VG3KK0VM59,NoiseBuds-C,Wearables,Contoso,760.97,True
SKU-M6MG87OI0E,NoiseBuds-C,Phones,Globex,1867.69,True
SKU-0VGNXB5JTB,AlphaPhone-B,Tablets,Initech,429.75,True
SKU-9XXAYPNTRF,ChargeCable-A,Wearables,Initech,211.88,True
SKU-ZWKXXJVE3D,PowerBrick-E,Phones,Initech,689.76,True
SKU-ZEEDHHJSHZ,FitBand-B,Laptops,Globex,1492.37,True
SKU-KBRH7LAY64,ChargeCable-D,Tablets,Initech,1253.4,True
SKU-YFDS0DJI9K,ZenBook-C,Accessories,Umbrella,834.1,True
SKU-QDGBK2L0D1,NoiseBuds-D,Phones,Acme,1928.72,True
SKU-B4XGMPW5D3,AirSpeaker-B,Accessories,Contoso,1470.58,True
SKU-GO8JN42X2E,PowerBrick-B,Tablets,Umbrella,128.35,True
SKU-ZC7FOV2YGN,PowerBrick-E,Phones,Initech,1489.8,True
SKU-MBY49E7EOB,FitBand-C,Phones,Acme,52.93,True
SKU-JLZY1UU9YM,AirSpeaker-B,Tablets,Contoso,1301.74,True
SKU-SZDXIMYN4U,TabPro-D,Laptops,Umbrella,424.7,True
SKU-9BXF445CRI,ZenBook-E,Phones,Contoso,1393.71,True
SKU-8BIXOIQ2Q4,AlphaPhone-D,Tablets,Globex,622.7,False
SKU-QERXDOUADV,AlphaPhone-C,Wearables,Initech,1745.77,True
SKU-WKSHY8NBIQ,ChargeCable-E,Accessories,Umbrella,676.81,True
SKU-UWRXZE1HM3,NoiseBuds-E,Phones,Umbrella,1240.67,True
SKU-8KSZBFFZZD,ChargeCable-E,Wearables,Acme,575.14,True
SKU-VG7OQ2ZDO7,TabPro-A,Phones,Acme,1833.94,True
SKU-4V1QX8ERTB,TabPro-E,Laptops,Acme,1562.31,True
SKU-74RS7GU0EN,PowerBrick-D,Tablets,Contoso,490.15,True
