order_item_id,order_id,sku,quantity,unit_price,line_total
118,100558,SKU-30T9NT3W5U,4,1810.72,7242.88
119,100626,SKU-VROCVITWU3,1,768.83,768.83
120,100038,SKU-9BC2BE3YQY,3,519.4,1558.2
121,100728,SKU-PUBKPIQNHQ,5,1812.93,9064.65
122,100209,SKU-WAOUAXEQBN,1,1805.06,1805.06
123,100773,SKU-N8LFJDTVV2,3,55.89,167.67
124,100210,SKU-3FPOYIPK0Q,1,430.69,430.69
125,100564,SKU-J9HVCHRM3W,2,887.55,1775.1
126,100971,SKU-9C0UU5WRYE,4,1957.01,7828.04
127,100280,SKU-YLEMRUYP04,2,1486.25,2972.5
128,100866,SKU-HQR6F7QNEZ,2,24.56,49.12
129,100832,SKU-DTBH55RBC7,5,1191.14,5955.7
130,100132,SKU-XBIDFWA88D,3,730.66,2191.98
131,100448,SKU-P49KWV08HH,4,292.46,1169.84
132,100263,SKU-6XGZ7CTM09,2,1649.65,3299.3
133,100806,SKU-5FU7BFXQ7B,4,309.45,1237.8
134,100110,SKU-SS9TOQW9JA,3,835.84,2507.52
135,100554,SKU-ZC7FOV2YGN,1,1489.8,1489.8
136,100849,SKU-GZVRCTLT4Q,2,307.06,614.12
137,100237,SKU-EZP7QYEZG5,3,702.61,2107.83
138,100890,SKU-E2GJR81BMQ,4,701.07,2804.28
139,100456,SKU-LOQC3XNCHK,3,1216.71,3650.13
140,100900,SKU-0UBMC97C7B,1,219.06,219.06
141,100758,SKU-1XERP3LYEX,3,853.28,2559.84
142,100515,SKU-3N3BZT9D31,4,1782.73,7130.92
143,100875,SKU-JFVYB6LI07,2,746.02,1492.04
144,100860,SKU-P9JYQN15IK,2,1052.29,2104.58
145,100896,SKU-5Y6Q8SJY5O,5,1823.93,9119.65
146,100861,SKU-EXDW6LQWLV,4,1307.95,5231.8
147,100823,SKU-RC85EHPZRV,5,846.28,4231.4
148,100172,SKU-2C9OGPS013,5,29.74,148.7
149,100192,SKU-TIRC9ZD76S,1,1628.7,1628.7
150,100514,SKU-YZ7SRCBPLJ,4,1095.19,4380.76
151,100789,SKU-CDYK0X65MU,2,1788.11,3576.22
152,100967,SKU-74RS7GU0EN,4,490.15,1960.6
153,100567,SKU-109DCNWMBX,1,1899.15,1899.15
154,100785,SKU-7P9MDA9OEK,4,1284.05,5136.2
155,100408,SKU-FEN0B09ZIV,4,1267.77,5071.08
156,100687,SKU-0S9BP4M18O,5,78.04,390.2
157,100627,SKU-NHJ7XVG0FN,4,62.02,248.08
158,100083,SKU-ZZRJO7VBHH,5,1776.29,8881.45
159,100670,SKU-934T3Y4WPW,5,698.44,3492.2
160,100797,SKU-BB4M0A6MDM,3,536.32,1608.96
161,100079,SKU-L8HL88KZRU,1,1816.54,1816.54
162,100577,SKU-VS41LQFS6H,5,462.45,2312.25
163,100208,SKU-CWI64CIYHE,4,1280.49,5121.96
164,100521,SKU-E2GJR81BMQ,5,701.07,3505.35
165,100198,SKU-5JSG65KXVF,5,214.99,1074.95
166,100570,SKU-4RX6PRYIEJ,5,1205.88,6029.4
167,100233,SKU-ZJSSZWD0W9,2,297.68,595.36
168,100818,SKU-2NBFA37DL9,2,1385.21,2770.42
169,100243,SKU-O3XJVOEGI3,2,1131.9,2263.8
170,100890,SKU-OROI5J8YIT,2,1548.4,3096.8
171,100392,SKU-AWE429OMUW,3,503.91,1511.73
172,100565,SKU-ZQY72WX7PT,5,571.65,2858.25
173,100445,SKU-TQVDZ4X1ZH,3,899.36,2698.08
174,100848,SKU-FXHKC856WP,4,1537.46,6149.84
175,100392,SKU-HL1N13JCAT,1,1088.3,1088.3
176,100008,SKU-UJQ6FX7XJZ,3,574.58,1723.74
177,100612,SKU-9OI0D4DMC2,2,97.28,194.56
178,100919,SKU-E11E9FTAXP,2,1959.9,3919.8
179,100806,SKU-P767J2DG1W,4,1792.78,7171.12
180,100714,SKU-4UNY181ACJ,5,254.28,1271.4
181,100903,SKU-RJ5XFEUB4O,1,482.44,482.44
182,100152,SKU-7F6FDHGZZ0,3,299.39,898.17
183,100109,SKU-8MTK0RSOGG,5,30.02,150.1
184,100833,SKU-C6LBPJ8T22,5,1332.57,6662.85
185,100265,SKU-GZVRCTLT4Q,3,307.06,921.18
186,100372,SKU-9BC2BE3YQY,3,519.4,1558.2
187,100151,SKU-CSLQC3C54W,3,1957.57,5872.71
188,100975,SKU-DL7FKNDG1J,3,214.95,644.85
189,100594,SKU-CZUCQMRUNJ,2,825.57,1651.14
190,100954,SKU-C2KEIVLI77,5,363.08,1815.4
191,100414,SKU-97PWDBOLWI,5,500.85,2504.25
192,100906,SKU-HG5ZMTGA46,2,651.55,1303.1
193,100645,SKU-LZSE99F77L,5,901.35,4506.75
194,100325,SKU-GH8RIEC4D1,3,459.81,1379.43
195,100671,SKU-HSAHXTHV3A,1,720.72,720.72
196,100550,SKU-0HPMNZ1UDB,5,684.31,3421.55
197,100175,SKU-U8EL5015OO,1,1101.31,1101.31
198,100524,SKU-Y4KL9ARYEA,1,697.47,697.47
199,100314,SKU-XAJI0Y6DPB,2,1942.82,3885.64
200,100066,SKU-EHOU6QLZ2R,4,221.4,885.6
201,100951,SKU-C50B8Y5DNW,5,1401.12,7005.6
202,100759,SKU-LALQ26UNVS,2,856.02,1712.04
203,100552,SKU-N95S2GKFL5,2,1291.4,2582.8
204,100183,SKU-KK2ABKVBLP,1,1966.42,1966.42
205,100034,SKU-ONXD70FE07,5,1103.49,5517.45
206,100933,SKU-ZKW3GI60Q6,2,1542.88,3085.76
207,100504,SKU-RMHRCNBH6N,3,1520.05,4560.15
208,100848,SKU-HMEWCJN6OC,2,170.11,340.22
209,100962,SKU-SS9TOQW9JA,3,835.84,2507.52
210,100801,SKU-GDEJ31GYMD,4,1165.91,4663.64
211,100075,SKU-I0RS210Q2L,3,384.76,1154.28
212,100471,SKU-WNPR424TKB,3,1913.51,5740.53
213,100581,SKU-UIJNWPAYTX,1,1014.95,1014.95
214,100745,SKU-ACT49LNY2S,2,1966.14,3932.28
215,100522,SKU-XPJ4HNRIUU,4,1851.57,7406.28
216,100879,SKU-P779460KHF,2,1617.79,3235.58
217,100282,SKU-31YIHAIR4C,3,1579.17,4737.51
218,100815,SKU-ULWOZQ48EN,3,1437.89,4313.67
219,100535,SKU-2IAGL58KXO,2,752.1,1504.2
220,100273,SKU-EHWJQ4TA5I,4,643.49,2573.96
221,100538,SKU-NGZ6WMDW0F,4,742.71,2970.84
222,100053,SKU-M5HGBO06FH,1,345.79,345.79
223,100054,SKU-UWW5WFCPKJ,3,1780.29,5340.87
224,100887,SKU-PNSM43D8W3,3,1349.0,4047.0
225,100744,SKU-3NWXROG983,1,1471.83,1471.83
226,100276,SKU-88D0TGSIWG,2,35.09,70.18
227,100442,SKU-SMADO8E7FL,3,369.48,1108.44
228,100882,SKU-CEJCY127H6,2,261.36,522.72
229,100417,SKU-QQB9LZS34J,4,1302.21,5208.84
230,100631,SKU-N2S8NN16UX,5,1611.11,8055.55
231,100224,SKU-2K8RYQF8WX,1,1313.35,1313.35
232,100569,SKU-4B9SNTP8AK,3,888.95,2666.85
233,100254,SKU-QDGBK2L0D1,1,1928.72,1928.72
234,100175,SKU-6W51OB537Q,4,1380.44,5521.76
235,100565,SKU-LXSLG6MM1Z,4,991.92,3967.68
236,100145,SKU-HL1N13JCAT,4,1088.3,4353.2
237,100770,SKU-6US7RP422T,4,500.3,2001.2
238,100663,SKU-F6XDN8WWII,5,296.57,1482.85
239,100384,SKU-PWBSF3Q0E2,2,1728.79,3457.58
240,100261,SKU-S74NDDAFS1,2,715.46,1430.92
241,100530,SKU-ZBIKCIDKWN,5,323.33,1616.65
242,100853,SKU-7QHAK7MDWK,2,1274.62,2549.24
243,100370,SKU-0Q7TW1PUWS,4,1050.83,4203.32
244,100682,SKU-AN8ND7G0L3,2,271.14,542.28
245,100890,SKU-6APFXI5N53,1,1985.08,1985.08
246,100903,SKU-UPFLN4RXYJ,2,1875.52,3751.04
247,100196,SKU-DTBH55RBC7,1,1191.14,1191.14
248,100947,SKU-4KEK4AEGVF,3,354.77,1064.31
249,100584,SKU-YFDS0DJI9K,1,834.1,834.1
250,100814,SKU-2KODWH8N92,1,90.61,90.61
251,100596,SKU-EREV361XSN,4,1102.3,4409.2
252,100283,SKU-MENUI3DO70,4,204.49,817.96
253,100301,SKU-GUWJP0QI2C,4,1619.31,6477.24
254,100131,SKU-P9JYQN15IK,1,1052.29,1052.29
255,100119,SKU-TXCB48Y1O4,5,254.78,1273.9
256,100727,SKU-L1CQ99CHJ7,4,621.64,2486.56
257,100135,SKU-SK7N8LA100,4,865.3,3461.2
258,100627,SKU-3ZMF8MDD4V,1,813.11,813.11
259,100572,SKU-HSAHXTHV3A,3,720.72,2162.16
260,100528,SKU-G6W3STT1EQ,3,469.67,1409.01
261,100033,SKU-HSAHXTHV3A,2,720.72,1441.44
262,100531,SKU-5M9J98CWN2,3,503.91,1511.73
263,100207,SKU-TEMPXKC5I8,4,1889.11,7556.44
264,100969,SKU-30T9NT3W5U,5,1810.72,9053.6
265,100673,SKU-PGYVYV2GQU,2,886.47,1772.94
266,100298,SKU-6US7RP422T,5,500.3,2501.5
267,100521,SKU-I3TAMVNCZT,5,1720.7,8603.5
268,100093,SKU-URXHW0IC1L,4,534.11,2136.44
269,100413,SKU-ZQY72WX7PT,1,571.65,571.65
270,100370,SKU-FXHKC856WP,1,1537.46,1537.46
271,100408,SKU-T43PT5R5RC,1,509.4,509.4
272,100382,SKU-SK7N8LA100,3,865.3,2595.9
273,100440,SKU-KOTCKEH5SW,1,647.95,647.95
274,100877,SKU-93DXWOR17D,4,1379.95,5519.8
275,100446,SKU-Z8UUG95RLR,3,461.63,1384.89
276,100618,SKU-K6RE4Q6QDY,1,275.27,275.27
277,100616,SKU-E86O3Z0ANI,5,1916.84,9584.2
278,100070,SKU-45BM1ENF31,4,637.13,2548.52
279,100942,SKU-6VGTVYFYK3,4,1703.65,6814.6
280,100083,SKU-F7ZK94YXFI,2,268.4,536.8
281,100208,SKU-QK4LTAHUKW,4,569.07,2276.28
282,100258,SKU-6L01WCNKFH,5,519.39,2596.95
283,100238,SKU-KDTS1FB2VI,4,466.65,1866.6
284,100301,SKU-226PARSG70,2,1105.1,2210.2
285,100231,SKU-WKSHY8NBIQ,4,676.81,2707.24
286,100931,SKU-ZBIKCIDKWN,4,323.33,1293.32
287,100281,SKU-DIHSA7HEZ7,2,405.95,811.9
288,100393,SKU-QEOZ0KZ4Z7,4,717.17,2868.68
289,100417,SKU-4RX6PRYIEJ,3,1205.88,3617.64
290,100205,SKU-6DDFGS3JON,4,528.44,2113.76
291,100263,SKU-NTJLMZ04X0,1,1320.5,1320.5
292,100310,SKU-A34MQA78RA,1,887.49,887.49
293,100858,SKU-RTJ5PHT0HL,3,721.51,2164.53
294,100905,SKU-JCNS6G298C,4,424.94,1699.76
295,100696,SKU-8W2MAIETDN,5,1182.27,5911.35
296,100625,SKU-RC85EHPZRV,4,846.28,3385.12
297,100078,SKU-Y9V86WZS3T,1,101.39,101.39
298,100868,SKU-P7R93FEZEZ,2,1077.55,2155.1
299,100341,SKU-O3XJVOEGI3,3,1131.9,3395.7
300,100812,SKU-CDK36M8JVH,2,712.31,1424.62
301,100561,SKU-3SDYGFLIJI,5,780.06,3900.3
302,100831,SKU-ZIRNK6ZHH3,4,1770.5,7082.0
303,100094,SKU-45ED5GGSJ6,5,492.3,2461.5
304,100769,SKU-71HSSBELRQ,2,1527.42,3054.84
305,100940,SKU-8LYMJ1QI9M,4,870.35,3481.4
306,100350,SKU-9JRNAMZ614,5,1509.53,7547.65
307,100061,SKU-0P92K38P6F,1,1043.28,1043.28
308,100141,SKU-EREV361XSN,1,1102.3,1102.3
309,100841,SKU-QQQ5L2XOIO,3,85.25,255.75
310,100733,SKU-3N3BZT9D31,1,1782.73,1782.73
311,100867,SKU-MM4P61NHVC,1,1823.12,1823.12
312,100110,SKU-FSI159I3HZ,2,1607.7,3215.4
313,100615,SKU-Z52QZSKHZT,1,1278.46,1278.46
314,100526,SKU-8DT8CQ1XGB,1,240.77,240.77
315,100781,SKU-VWY3RZTPLC,2,1083.38,2166.76
316,100670,SKU-OWGZRIXA11,1,1348.45,1348.45
317,100156,SKU-FEN0B09ZIV,1,1267.77,1267.77
318,100538,SKU-6Z1T2XCB3Y,3,1785.3,5355.9
319,100596,SKU-9382KKZMPJ,1,1874.77,1874.77
320,100008,SKU-0ODWMQX5GG,1,900.78,900.78
321,100275,SKU-CRGB93WKCS,3,936.79,2810.37
322,100226,SKU-CY2C11BD2S,2,41.3,82.6
323,100185,SKU-JCSEXGGOC5,1,602.59,602.59
324,100590,SKU-SRYO4RCB1K,5,289.34,1446.7
325,100215,SKU-GX32UEW9G6,2,648.06,1296.12
326,100432,SKU-CWI64CIYHE,2,1280.49,2560.98
327,100568,SKU-UHXID4N1U3,1,947.39,947.39
328,100655,SKU-RDPXDFOVD7,3,470.84,1412.52
329,100355,SKU-5XJXNECRYS,2,1361.04,2722.08
330,100842,SKU-4RX6PRYIEJ,3,1205.88,3617.64
331,100391,SKU-1NLC8JPR7V,5,1512.5,7562.5
332,100578,SKU-A1WJ0TPAC5,3,1979.39,5938.17
333,100274,SKU-SUFLSEHUDS,4,529.81,2119.24
334,100493,SKU-PKIANOUOF0,3,1382.47,4147.41
335,100616,SKU-9382KKZMPJ,2,1874.77,3749.54
336,100450,SKU-9C9MV9E40K,3,1086.53,3259.59
337,100419,SKU-PW2GKQRAFF,3,195.5,586.5
338,100984,SKU-ANJ4X5A5XI,4,932.77,3731.08
339,100699,SKU-O3XJVOEGI3,4,1131.9,4527.6
340,100163,SKU-3FPOYIPK0Q,1,430.69,430.69
341,100778,SKU-MVRYDC1AU9,2,1195.18,2390.36
342,100562,SKU-2WSPOFV177,1,1521.8,1521.8
343,100637,SKU-D1IVXAN25W,4,78.37,313.48
344,100591,SKU-PVS7HZIOYK,3,497.22,1491.66
345,100182,SKU-TDHHLMH1T9,4,1431.09,5724.36
346,100309,SKU-7P9MDA9OEK,5,1284.05,6420.25
347,100016,SKU-SWEBNVG5VM,3,1043.84,3131.52
348,100445,SKU-8QZPKY32OR,1,850.77,850.77
349,100169,SKU-XXVA2IEUC1,3,573.23,1719.69
350,100279,SKU-6TCFKJNAWN,5,385.4,1927.0
351,100912,SKU-W1VZC7D2KD,4,724.77,2899.08
352,100815,SKU-UPUY0ZIA9A,2,1342.4,2684.8
353,100339,SKU-V4KFQ5DZ53,2,1345.51,2691.02
354,100725,SKU-R4KZ36U8UE,2,1638.75,3277.5
355,100709,SKU-YCZ04CDPQV,4,1843.28,7373.12
356,100518,SKU-G3XG0TRKY8,2,1360.53,2721.06
357,100909,SKU-MENUI3DO70,5,204.49,1022.45
358,100010,SKU-050UI22KX7,4,691.82,2767.28
359,100523,SKU-W1WUDCBL4C,2,1868.43,3736.86
360,100621,SKU-JGXAA2ILGB,1,6.28,6.28
361,100132,SKU-LEMX15Z8VM,4,1144.0,4576.0
362,100900,SKU-YR06NKWFG3,4,1862.67,7450.68
363,100639,SKU-MOTCG06XR3,3,332.6,997.8
364,100147,SKU-7DYPMLVAK9,2,663.71,1327.42
365,100565,SKU-2837C6QC6K,1,1794.43,1794.43
366,100822,SKU-GBIBF57J2X,5,346.09,1730.45
367,100953,SKU-Z0HR9T9CD1,4,188.59,754.36
368,100078,SKU-VWY3RZTPLC,5,1083.38,5416.9
369,100345,SKU-DQZ05EV5KZ,5,579.08,2895.4
370,100608,SKU-KD9GNLPYO2,5,76.26,381.3
371,100248,SKU-ARAGDX5O31,3,1022.39,3067.17
372,100638,SKU-82795E5IZ3,5,1120.23,5601.15
373,100541,SKU-P767J2DG1W,2,1792.78,3585.56
374,100023,SKU-EHOU6QLZ2R,2,221.4,442.8
375,100470,SKU-UDQVDK6DRN,1,1717.7,1717.7
376,100200,SKU-BLEJGUBLMN,1,257.48,257.48
377,100130,SKU-FXHKC856WP,5,1537.46,7687.3
378,100633,SKU-NVC7HR6C2C,5,1726.51,8632.55
379,100355,SKU-0WBGLMY62X,3,1151.6,3454.8
380,100943,SKU-7W7JP61LFC,5,989.88,4949.4
381,100838,SKU-5XJXNECRYS,5,1361.04,6805.2
382,100149,SKU-LEMX15Z8VM,5,1144.0,5720.0
383,100525,SKU-4ORAC8CYNL,4,445.32,1781.28
384,100303,SKU-6XGZ7CTM09,4,1649.65,6598.6
385,100540,SKU-UDC62G3AUT,3,1453.09,4359.27
386,100049,SKU-5YWX0I3A4K,3,713.79,2141.37
387,100463,SKU-LB25485HCQ,2,1481.49,2962.98
388,100239,SKU-GAD7X48WZE,3,919.93,2759.79
389,100481,SKU-UPFLN4RXYJ,2,1875.52,3751.04
390,100905,SKU-6W51OB537Q,5,1380.44,6902.2
391,100454,SKU-K1DJRWEDBC,3,297.96,893.88
392,100984,SKU-5935A0L725,3,1653.15,4959.45
393,100282,SKU-9BC2BE3YQY,3,519.4,1558.2
394,100334,SKU-CYWE3DKS4F,2,1704.53,3409.06
395,100351,SKU-6CCVCJWTL9,2,1726.08,3452.16
396,100667,SKU-BC2SWSOZCT,1,275.1,275.1
397,100648,SKU-PRCJIWVHDK,2,1057.65,2115.3
398,100326,SKU-S52SQ3B9SO,2,1057.52,2115.04
399,100335,SKU-9382KKZMPJ,4,1874.77,7499.08
400,100665,SKU-DW2ZCFZW0L,3,780.63,2341.89
401,100994,SKU-RUM2LHGCSO,2,238.39,476.78
402,100080,SKU-ONXD70FE07,3,1103.49,3310.47
403,100086,SKU-0LZIGIKQWJ,3,1875.88,5627.64
404,100775,SKU-8HMBR5XQT4,4,654.52,2618.08
405,100257,SKU-AYYOV84FC3,3,883.66,2650.98
406,100990,SKU-NGZ6WMDW0F,2,742.71,1485.42
407,100184,SKU-AN085RNTDR,3,1331.07,3993.21
408,100691,SKU-EAVT8K06MO,1,1170.54,1170.54
409,100697,SKU-2IAGL58KXO,1,752.1,752.1
410,100122,SKU-QZFHOMTZZF,4,1151.82,4607.28
411,100888,SKU-AWE429OMUW,2,503.91,1007.82
412,100095,SKU-JFVYB6LI07,4,746.02,2984.08
413,100604,SKU-VHOTQF74RQ,1,488.62,488.62
414,100514,SKU-IWI08L0HG9,2,250.83,501.66
415,100903,SKU-O5URTXUYUC,3,1357.87,4073.61
416,100442,SKU-5XJXNECRYS,2,1361.04,2722.08
417,100513,SKU-DYT9MOGE4Q,5,605.72,3028.6
418,100990,SKU-W9HEYCE4QG,2,498.63,997.26
419,100957,SKU-OU9IY4X41D,3,1491.7,4475.1
420,100370,SKU-RWTF07GBAS,5,1819.15,9095.75
421,100304,SKU-3SR5RUP13W,4,1780.76,7123.04
422,100356,SKU-C6LBPJ8T22,2,1332.57,2665.14
423,100147,SKU-YLURTP0LZJ,4,374.42,1497.68
424,100284,SKU-RDSFERFXIO,2,1258.16,2516.32
425,100656,SKU-JLZFFLB7WX,1,177.97,177.97
426,100841,SKU-GYGGSNPUEV,1,1406.58,1406.58
427,100872,SKU-8EKXDRKZ40,3,1664.78,4994.34
428,100917,SKU-K0GET8T63J,1,1245.89,1245.89
429,100261,SKU-7DYPMLVAK9,5,663.71,3318.55
430,100573,SKU-G3XG0TRKY8,5,1360.53,6802.65
431,100490,SKU-M5HGBO06FH,2,345.79,691.58
432,100737,SKU-L1CQ99CHJ7,4,621.64,2486.56
433,100030,SKU-SXLMT2PNJK,5,1903.76,9518.8
434,100701,SKU-4IVSOLMLGS,2,1164.1,2328.2
435,100886,SKU-HHPBMYOFQE,4,1871.53,7486.12
436,100267,SKU-6VGTVYFYK3,1,1703.65,1703.65
437,100011,SKU-XCCSG4OFDT,2,1442.02,2884.04
438,100190,SKU-9T7E8G8JDP,4,508.3,2033.2
439,100399,SKU-HX2KBVSIGB,3,538.54,1615.62
440,100536,SKU-GLH62C9T19,3,1037.58,3112.74
441,100917,SKU-1POXRTEO2T,5,1567.24,7836.2
442,100090,SKU-ODRO8BNP84,4,1070.29,4281.16
443,100599,SKU-XVKDC9X5JZ,3,1034.56,3103.68
444,100843,SKU-M0L2LJK4Q5,5,400.03,2000.15
445,100500,SKU-2LR0JY32HO,2,1152.87,2305.74
446,100785,SKU-VB66H3REM5,2,1408.48,2816.96
447,100300,SKU-1BJ9RM7PYX,4,1194.87,4779.48
448,100110,SKU-QQNVCEQFGA,4,1640.52,6562.08
449,100079,SKU-AN8ND7G0L3,4,271.14,1084.56
450,100835,SKU-LHYL2LD05N,4,1852.5,7410.0
451,100651,SKU-5P03WVPUNW,3,621.56,1864.68
